競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
船橋,20260507,7,6,緑,7,ステラゲイル,牡,3,鹿毛,20230423,インカンテーション,ヒロノオリオン,カジノドライヴ,丸田恭,JRA,56,0-0-0-3,石栗龍,JRA,谷正之,西野春樹,477,-1,0-0-0-3,0-0-0-1,0-0-0-2,0-0-0-0,0-0-0-0,,,8,1454,クビ,39.7,9
船橋,20260507,7,7,橙,8,レジェンドマスター,牡,3,青鹿毛,20230408,リオンディーズ,テーオールチア,シニスターミニスター,澤田龍,船橋,56,1-1-0-1,渡邊貴,船橋,梁川正普,ヤナガワ牧場,505,+2,2-3-2-4,1-1-0-1,1-2-2-3,1-1-0-1,0-0-0-0,,,4,1450,3,38.7,3
船橋,20260507,7,7,橙,9,ジャストアダッシュ,牡,3,鹿毛,20230302,サンライズソア,エクスチェンジ,マジェスティックウォリアー,矢野貴,大井,56,0-0-0-0,藤野健,JRA,（株）ジョッキンゼー,富田牧場,486,+8,0-1-0-4,0-0-0-0,0-1-0-3,0-0-0-0,0-0-0-0,,,2,1444,3/4,39.1,2
船橋,20260507,7,8,桃,10,ミクニフラッシュ,牡,3,芦毛,20230219,ダイワメジャー,カンカンガール,"Exchange Rate",長浜鴻,JRA,△54,0-0-0-0,矢嶋大,JRA,（株）ミクニ,社台ファーム,－,,0-0-0-3,0-0-0-0,0-0-0-1,0-0-0-0,0-0-0-0,,,,,出走取消,,0
船橋,20260507,7,8,桃,11,ラウターユーベル,牡,3,鹿毛,20230321,ミッキーグローリー,アワフレイム,Stroll,原優介,JRA,56,0-0-0-1,青木孝,JRA,（株）ノルマンディーサラブレッドレーシング,岡田スタツド,515,-9,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-0,0-0-0-0,,,5,1450,ハナ,40.2,5
船橋,20260507,8,1,白,1,ヒビキ,牡,6,青鹿毛,20200325,ドゥラメンテ,ジプシーマイラブ,Manduro,笹川翼,大井,57,1-0-0-1,繁田健,浦和,石川達絵,長浜牧場,497,0,5-2-1-18,3-2-1-7,2-0-0-8,1-0-0-0,1-0-0-0,1:13.6,良1:13.6,4,1147,3,38.0,3
船橋,20260507,8,2,黒,2,サンマルシップ,牡,8,芦毛,20180530,クロフネ,サンマルリジイ,ゼンノロブロイ,御神訓,大井,57,12-2-0-2,川島一,船橋,矢口龍彦,アイオイファーム,517,+2,24-3-0-12,13-2-0-3,11-1-0-7,13-2-0-2,13-2-0-1,1:12.7,良1:12.7,1,1130,,37.2,1
船橋,20260507,8,3,赤,3,レーザーショー,牡,5,鹿毛,20210329,パドトロワ,ダカーポ,ディープインパクト,本田重,船橋,57,0-0-0-0,川島一,船橋,青山洋一,社台ファーム,518,+3,7-4-0-8,7-3-0-4,0-1-0-2,6-3-0-3,6-3-0-2,1:13.9,良1:13.9,3,1140,2.1/2,37.8,4
船橋,20260507,8,4,青,4,アイゴールド,牝,6,鹿毛,20200424,スマートファルコン,アリーペデ,タニノギムレット,秋元耕,浦和,55,5-4-1-13,鹿沼和,浦和,ライフエンタープライズ（株）,沼田照秋,493,+3,6-7-1-24,6-6-1-24,0-1-0-0,1-2-1-10,1-0-0-6,1:13.7,良1:13.9,8,1168,5,40.8,8
船橋,20260507,8,5,黄,5,ゼウスビスティー,牡,6,鹿毛,20200427,シニスターミニスター,プリマビスティー,プリサイスエンド,本橋孝,船橋,55,3-2-1-0,佐々清,船橋,秋本竹子,伏木田牧場,501,-1,5-3-2-2,4-3-2-1,1-0-0-1,3-2-1-0,3-1-1-0,1:14.1,良1:14.1,2,1135,2.1/2,36.6,2
船橋,20260507,8,6,緑,6,サトノムスタング,牡,8,黒鹿毛,20180226,Mineshaft,"Mare and Cher","Old Fashioned",篠谷葵,船橋,57,0-0-1-0,川島一,船橋,里見治,ＨａｙｍａｒｋｅｔＦａｒｍＬＬＣ,504,0,10-4-3-21,10-4-3-15,0-0-0-6,8-3-3-5,7-3-3-5,1:13.1,良1:13.1,5,1148,3/4,37.8,6
船橋,20260507,8,7,橙,7,ツウカイリアル,牡,6,鹿毛,20200228,ホッコータルマエ,テアトロレアル,シンボリクリスエス,野畑凌,川崎,55,0-0-0-2,佐藤太,船橋,（株）レックス,増本牧場,514,+2,2-3-2-20,1-1-0-12,1-2-2-8,0-0-0-7,0-0-0-5,1:14.6,良1:14.6,7,1157,3,39.4,7
船橋,20260507,8,8,桃,8,ゾディアックレーヴ,牡,8,鹿毛,20180517,シニスターミニスター,ファービヨンド,ディープスカイ,和田譲,大井,55,1-0-1-4,山田信,船橋,（有）エッジ,ハシモトフアーム,490,-3,7-11-5-27,7-11-4-25,0-0-1-2,4-8-3-18,2-5-3-9,1:12.5,良1:12.5,6,1150,1,39.0,5
船橋,20260507,9,1,白,1,ウワサノデコピン,牡,4,黒鹿毛,20220404,ビーチパトロール,エレガンテココ,ブラックホーク,高橋哲,浦和,56,0-0-0-3,工藤伸,浦和,（株）アプエンテ,岡田スタツド,436,-2,2-2-2-23,2-1-0-14,0-1-2-9,1-0-0-3,1-0-0-2,1:16.5,良1:16.5,11,1184,3/4,41.5,12
船橋,20260507,9,2,黒,2,ミライヘノテンシ,牝,4,栗毛,20220302,アニマルキングダム,エーシンシルビア,スペシャルウィーク,増田充,川崎,54,2-1-1-6,佐々仁,川崎,三島宣彦,川端英幸,458,0,2-4-4-10,2-1-1-6,0-3-3-4,1-1-0-1,1-1-0-1,1:16.1,良1:16.9,6,1163,1/2,39.4,3
船橋,20260507,9,3,赤,3,スイートアマレット,牝,4,黒鹿毛,20220408,アメリカンペイトリオット,アマレッティ,キングカメハメハ,山本大,船橋,▲51,0-0-0-0,佐々功,船橋,廣松金次,門別尚省,491,+14,2-2-1-10,0-0-0-1,2-2-1-9,0-0-0-1,0-0-0-1,1:18.7,,10,1182,7,40.3,6
船橋,20260507,9,4,青,4,インファンタ,牝,5,鹿毛,20210406,キンシャサノキセキ,オンマイマインド,ティンバーカントリー,川島正,船橋,54,0-0-0-5,岩崎真,船橋,池田知夏,木村牧場,488,+4,1-0-1-12,0-0-0-7,1-0-1-4,0-0-0-3,0-0-0-2,1:16.0,良1:16.0,12,1193,4,42.8,11
船橋,20260507,9,5,黄,5,シベリアンポラリス,牡,5,鹿毛,20210403,リアルインパクト,シベリアンクラシカ,Siphon,野畑凌,川崎,56,0-0-0-0,齊藤敏,船橋,藤田在子,天羽禮治,544,+3,1-0-0-14,1-0-0-12,0-0-0-1,0-0-0-8,0-0-0-7,1:15.3,良1:15.3,7,1166,1.1/2,38.7,10
船橋,20260507,9,5,黄,6,フレンドシルバー,牝,4,栗毛,20220406,バゴ,フレンドプラチナ,クロフネ,藤本現,大井,54,0-1-0-3,佐々功,船橋,横尾晴人,鮫川フアーム,462,+3,1-5-2-20,1-5-0-8,0-0-2-5,0-1-0-3,0-0-0-2,1:16.3,良1:16.6,9,1168,3/4,39.9,8
船橋,20260507,9,6,緑,7,コパノディラン,牡,4,鹿毛,20220228,コパノリッキー,コパノディール,エンパイアメーカー,篠谷葵,船橋,56,0-0-0-0,森泰斗,船橋,小林祥晃,服部牧場,504,+4,4-1-1-7,2-0-1-3,2-1-0-4,2-0-1-2,0-0-0-0,,,5,1162,3/4,39.1,5
船橋,20260507,9,6,緑,8,エドノビートイン,牡,5,黒鹿毛,20210131,ブラックタイド,ハタノプリマ,ヘニーヒューズ,和田譲,大井,56,0-1-1-8,宇野博,浦和,遠藤正子,株式会社安達牧場,481,+2,1-1-2-28,0-0-0-2,1-1-2-26,0-0-0-0,0-0-0-0,,,3,1158,1,39.2,4
船橋,20260507,9,7,橙,9,ヴィオレンツァ,牡,4,黒鹿毛,20220414,ドゥラメンテ,サウンタ,"Invincible Spirit",藤田凌,大井,56,0-0-0-0,山中尊,船橋,（株）ノルマンディーサラブレッドレーシング,坂本智広,458,-4,0-2-1-10,0-1-1-6,0-1-0-2,0-0-0-2,0-0-0-2,1:17.1,良1:17.1,8,1167,1/2,39.6,9
船橋,20260507,9,7,橙,10,ポッドボウ,牡,4,鹿毛,20220408,ジャスタウェイ,ドナルチア,"Malibu Moon",笹川翼,大井,56,3-0-0-0,稲益貴,船橋,小川眞査雄,下屋敷牧場,503,-1,3-0-1-3,3-0-1-2,0-0-0-1,3-0-1-1,3-0-1-1,1:15.3,良1:15.3,2,1156,3,38.9,1
船橋,20260507,9,8,桃,11,スピリットサージ,牝,4,鹿毛,20220301,ブリックスアンドモルタル,サラフィナ,"Refuse To Bend",本田重,船橋,54,1-0-1-0,林　幻,船橋,岡田牧雄,社台ファーム,468,-3,1-1-2-6,1-1-1-1,0-0-0-0,1-1-1-1,1-1-1-1,1:15.8,良1:15.8,1,1150,,38.1,2
船橋,20260507,9,8,桃,12,ヘマソラール,牝,5,栗毛,20210316,ダンカーク,ジュエルトウショウ,アグネスタキオン,木間龍,船橋,54,1-0-0-7,新井清,船橋,吉田勝己,ノーザンファーム,463,+7,2-1-0-12,2-1-0-12,0-0-0-0,2-1-0-12,1-1-0-12,1:15.8,良1:15.8,4,1161,1.1/2,39.0,7
船橋,20260507,10,1,白,1,オーシンスキャット,牡,5,鹿毛,20210323,マジェスティックウォリアー,プロディジャス,ハーツクライ,和田譲,大井,55,0-0-0-0,小久智,浦和,大田慎治,高松牧場,469,-9,6-5-1-7,6-3-1-5,0-2-0-1,1-0-0-0,0-0-0-0,,,10,1447,1,42.3,9
船橋,20260507,10,2,黒,2,ハードワイヤード,牡,6,鹿毛,20200201,"Hard Spun","Season Maker","Pioneerof the Nile",笹川翼,大井,55,0-0-0-0,石井勝,船橋,山本茂,Ｇｏｄｏｌｐｈｉｎ,518,+10,3-2-1-8,2-1-0-6,1-1-1-2,0-0-0-0,0-0-0-0,,,5,1429,3/4,39.7,3
船橋,20260507,10,3,赤,3,ページェント,牡,4,黒鹿毛,20220328,ドレフォン,ハーツキー,ハーツクライ,野畑凌,川崎,57,0-0-0-0,山下之,船橋,橋元勇氣,谷川牧場,527,+6,4-4-2-10,0-0-0-2,4-4-2-8,0-0-0-2,0-0-0-0,,,4,1427,1/2,39.9,7
船橋,20260507,10,4,青,4,ラブリービュー,牡,6,栗毛,20200218,ラブリーデイ,スアデラ,ゴールドアリュール,本田重,船橋,57,8-3-2-6,佐藤太,船橋,吉田照哉,社台ファーム,496,+1,10-7-2-15,9-5-2-12,1-2-0-3,7-4-1-9,3-2-1-2,1:42.5,良1:42.5,9,1445,3,42.0,2
船橋,20260507,10,5,黄,5,マコトロクサノホコ,牡,5,黒鹿毛,20210517,トゥザワールド,マコトジョワイユー,フジキセキ,篠谷葵,船橋,57,0-0-0-0,川島一,船橋,（株）ディアマント,出口繁夫,482,+11,4-4-2-7,3-2-1-1,1-2-1-4,3-2-0-1,0-0-0-0,,,8,1439,2,38.5,6
船橋,20260507,10,6,緑,6,プラセボ,セン,5,黒鹿毛,20210305,インカンテーション,ベルガマスク,ネオユニヴァース,小杉亮,船橋,57,3-2-1-8,林　幻,船橋,伊達泰明,サンシャイン牧場,475,+2,7-5-4-12,3-1-2-6,4-4-2-6,2-1-1-4,0-0-0-0,,,1,1425,,39.9,4
船橋,20260507,10,6,緑,7,ペルマナント,牡,7,黒鹿毛,20190403,キズナ,アルデュイナ,クロフネ,藤本現,大井,57,2-2-2-8,高野毅,大井,前田幸治,株式会社ノースヒルズ,450,+2,6-7-8-19,5-5-6-10,1-2-2-4,3-0-2-8,0-0-1-2,1:42.6,良1:42.6,6,1435,3,39.1,10
船橋,20260507,10,7,橙,8,マテリアルガール,牝,6,栗毛,20200313,コパノリッキー,ストレイシープ,サウスヴィグラス,矢野貴,大井,55,0-0-0-0,小久智,浦和,ＨｉｍＲｏｃｋＲａｃｉｎｇＨＤ（株）,鮫川啓一,505,+31,7-3-4-24,7-3-3-14,0-0-1-10,0-2-0-1,0-0-0-0,,,2,1426,1/2,38.8,8
船橋,20260507,10,7,橙,9,アオイイーグル,牡,6,黒鹿毛,20200515,カレンブラックヒル,アオイエンジェル,ハーツクライ,山中悠,船橋,57,0-0-0-0,山下之,船橋,新谷正子,チャンピオンズファーム,507,-4,4-2-2-13,1-1-1-6,3-1-1-7,0-0-1-3,0-0-0-0,,,7,1435,ハナ,40.7,1
船橋,20260507,10,8,桃,10,タイムモーメント,セン,9,鹿毛,20170307,タイムパラドックス,マルクプレンヌ,シンボリクリスエス,御神訓,大井,57,10-6-2-5,川島一,船橋,（株）社台レースホース,（有）社台コーポレーション白老ファーム,498,+1,12-7-5-20,10-7-4-16,2-0-1-4,9-5-1-6,9-5-1-5,1:41.4,良1:41.4,3,1426,アタマ,39.8,5
船橋,20260507,10,8,桃,11,ディオスバリエンテ,セン,8,鹿毛,20180311,ロードカナロア,ディアデラノビア,サンデーサイレンス,見越彬,浦和,57,0-0-0-1,小久智,浦和,小菅誠,ノーザンファーム,471,-3,4-6-3-13,0-0-0-2,0-0-0-1,0-0-0-0,0-0-0-0,,,11,1476,大差,43.8,11
船橋,20260507,11,1,白,1,クラジャンク,牡,5,黒鹿毛,20210302,ベルシャザール,クラフィンライデン,ワカオライデン,濱田達,船橋,55,0-0-0-2,佐々功,船橋,倉見利弘,倉見牧場,495,0,2-6-4-38,2-4-2-32,0-2-2-6,1-3-1-23,0-1-0-16,1:42.7,良1:42.7,13,1478,4,40.8,14
船橋,20260507,11,2,黒,2,クリスタルケイブ,牡,4,黒鹿毛,20220512,サトノクラウン,グレイシアブルー,サンデーサイレンス,矢野貴,大井,55,1-0-0-1,佐藤太,船橋,吉田和美,坂東牧場,466,0,4-1-0-2,3-1-0-2,1-0-0-0,3-1-0-2,1-1-0-2,1:44.4,良1:44.4,4,1439,1/2,39.2,4
船橋,20260507,11,3,赤,3,ブレイヴアウト,牡,5,栗毛,20210409,モーニン,ダンシングヒロイン,トワイニング,山口達,船橋,55,0-0-0-1,渡邊貴,船橋,井手慶祐,小西章,460,-5,1-6-3-20,1-6-3-20,0-0-0-0,1-4-3-17,1-2-3-11,1:42.8,良1:42.8,8,1453,1.1/2,39.3,11
船橋,20260507,11,3,赤,4,キタサンシデン,牡,5,青鹿毛,20210216,キタサンブラック,キタサンハルカゼ,マヤノトップガン,野畑凌,川崎,55,0-1-0-2,稲益貴,船橋,（株）大野商事,村田牧場,524,0,1-2-3-19,1-2-2-8,0-0-0-4,1-2-0-4,0-1-0-1,1:44.3,良1:44.3,11,1456,3/4,39.8,6
船橋,20260507,11,4,青,5,プレヴナンス,牝,5,芦毛,20210330,シュヴァルグラン,ウーレンボル,スウェプトオーヴァーボード,山中悠,船橋,53,1-1-0-8,米谷康,船橋,小林由明,清水牧場,421,+6,3-2-2-14,3-2-2-13,0-0-0-0,3-2-2-12,0-0-0-4,1:42.7,良1:42.7,12,1470,7,42.6,8
船橋,20260507,11,4,青,6,タイセイバンクール,牡,4,栗毛,20220421,サンダースノー,パーリオミノル,ディープインパクト,和田譲,大井,55,0-0-0-0,山田信,船橋,田中成奉,フジワラフアーム,456,-2,2-1-3-7,2-1-1-3,0-0-2-4,2-1-0-1,1-1-0-1,1:45.0,良1:45.4,2,1438,1,39.0,7
船橋,20260507,11,5,黄,7,ナリノヴァニーユ,牡,6,栗毛,20200301,グランデッツァ,アンブルサイド,ウォーエンブレム,西啓太,大井,55,0-0-0-1,林　幻,船橋,成塚清志,社台ファーム,506,+1,1-4-7-28,1-4-7-28,0-0-0-0,1-4-7-25,0-3-2-13,1:42.6,良1:42.6,10,1455,クビ,40.1,10
船橋,20260507,11,5,黄,8,グランピクニック,牡,4,鹿毛,20220508,シルバーステート,リアライズナラック,"Fusaichi Pegasus",川島正,船橋,55,2-5-0-4,渡邊貴,船橋,飯田訓大,高松牧場,563,+6,2-6-2-5,2-6-2-5,0-0-0-0,2-6-2-5,1-3-0-3,1:42.5,良1:42.5,3,1438,アタマ,38.6,2
船橋,20260507,11,6,緑,9,セイウンハルカニ,牡,7,青鹿毛,20190330,バゴ,ニシノナースコール,ブライアンズタイム,岡田大,浦和,57,0-0-0-1,冨田敏,浦和,冨田藤男,村上欽哉,496,-1,2-4-3-22,0-3-2-7,2-1-0-11,0-0-0-1,0-0-0-1,1:45.9,良1:45.9,14,1478,クビ,41.4,13
船橋,20260507,11,6,緑,10,ピエフォール,牡,6,鹿毛,20200121,リアルスティール,ウォッチハー,Mutakddim,笹川翼,大井,57,0-0-0-0,米谷康,船橋,（株）ＷｉｎｎｉｎｇＨｏｒｓｅＣｌｕｂ,吉田俊介,574,+4,3-3-1-14,3-3-1-14,0-0-0-0,1-1-1-5,1-0-0-5,1:43.1,良1:43.1,5,1441,1,39.6,5
船橋,20260507,11,7,橙,11,チャプリ,牝,7,栗毛,20190419,ヘニーヒューズ,ホワイトフーガ,クロフネ,本橋孝,船橋,55,0-0-0-0,林正人,船橋,ウエスト．フォレスト．ステイブル（株）,梅田牧場,480,+1,4-3-2-11,3-2-0-3,1-1-2-8,3-2-0-1,3-0-0-1,1:42.2,良1:42.2,1,1436,,38.7,1
船橋,20260507,11,7,橙,12,マシュー,牡,5,栗毛,20210428,ジャスタウェイ,ローザデルドバイ,"Dubai Destination",見越彬,浦和,55,0-0-0-0,小久智,浦和,島川隆哉,有限会社エスティファーム,491,+1,3-1-3-12,3-1-2-4,0-0-1-6,0-0-1-0,0-0-1-0,1:44.9,,6,1450,4,40.6,3
船橋,20260507,11,8,桃,13,マクト,牡,5,栗毛,20210420,デクラレーションオブウォー,ウェルノーテッド,ドリームジャーニー,椿聡太,船橋,▲54,0-0-0-0,川島一,船橋,辻助,辻牧場,500,0,5-0-5-8,5-0-5-8,0-0-0-0,5-0-5-8,1-0-3-4,1:42.4,良1:42.4,7,1450,クビ,39.4,9
船橋,20260507,11,8,桃,14,ニシノアウェイク,牡,5,鹿毛,20210214,アメリカンペイトリオット,ラヴィングウェイ,"Victoire Pisa",藤江渉,川崎,55,0-0-0-0,冨田敏,浦和,冨田藤男,メイタイファーム,472,-3,1-1-1-31,1-1-1-19,0-0-0-9,0-0-0-1,0-0-0-0,,,9,1454,3/4,40.3,12
船橋,20260507,12,1,白,1,ロードアスタリスク,牡,6,鹿毛,20200421,ロードカナロア,メイズオブオナー,ハーツクライ,櫻井光,川崎,56,0-0-0-1,吉田正,浦和,小橋亮太,ケイアイファーム,492,-3,8-6-4-36,1-0-0-19,7-6-4-14,0-0-0-3,0-0-0-0,,,10,2005,1.1/2,41.7,6
船橋,20260507,12,2,黒,2,ラップランド,セン,7,芦毛,20190311,モンテロッソ,ムーンハウリング,メジロマックイーン,岡村健,船橋,56,0-0-0-2,矢内博,船橋,田村忠正,坂東牧場,477,-2,6-6-7-25,5-5-5-22,1-1-2-3,4-4-5-18,0-1-1-6,1:58.4,良1:58.4,5,1590,1/2,39.3,5
船橋,20260507,12,3,赤,3,ソルテア,牡,6,栗毛,20200510,エスケンデレヤ,ナロウゲート,フォーティナイナーズサン,福原杏,浦和,56,0-0-0-11,水野貴,浦和,杉浦和也,丸幸小林牧場,471,-4,3-2-4-40,2-2-3-23,1-0-1-17,0-1-0-5,0-0-0-1,1:59.8,,12,2018,4,43.0,13
船橋,20260507,12,4,青,4,ファイアーサイン,牡,5,栗毛,20210426,マインドユアビスケッツ,サマーアクトレス,サクラバクシンオー,山中悠,船橋,56,1-0-0-1,林　幻,船橋,日向均,中村雅明,476,+3,3-1-2-20,3-1-2-18,0-0-0-2,3-1-1-9,1-0-0-4,1:58.0,良1:58.0,8,2002,3/4,41.3,9
船橋,20260507,12,4,青,5,ティナバローズ,牝,4,鹿毛,20220515,ロジャーバローズ,チェルカ,クロフネ,野澤憲,船橋,54,0-1-0-1,佐々清,船橋,清水隆雄,白井牧場,487,0,1-1-1-15,1-1-1-15,0-0-0-0,0-1-0-4,0-1-0-2,1:59.5,良1:59.5,9,2002,クビ,40.9,8
船橋,20260507,12,5,黄,6,グレイトフルペイン,牝,5,鹿毛,20210414,ダイワメジャー,タピルージュ,ワイルドラッシュ,澤田龍,船橋,54,1-0-0-1,長谷剛,船橋,大西充秋,下河辺牧場,489,+5,2-1-1-15,1-0-1-2,1-1-0-9,1-0-0-1,0-0-0-0,,,3,1581,2,39.6,3
船橋,20260507,12,5,黄,7,ビービーシャーンス,牡,6,黒鹿毛,20200423,ラニ,エスプリドゥルミエ,ジャングルポケット,菅原吏,船橋,▲53,0-0-0-0,玉井昇,船橋,（株）ＩＴＦ,松田牧場,491,+11,6-4-5-22,3-1-4-19,3-3-1-3,1-1-2-7,0-0-0-2,2:01.4,,6,1594,2,40.5,7
船橋,20260507,12,6,緑,8,ゴッドトレジャー,牡,4,青鹿毛,20220428,シャンハイボビー,キララチュール,タイキシャトル,山口達,船橋,56,0-0-0-0,石崎駿,船橋,（有）総武開発,高昭牧場,531,+5,4-2-2-5,2-1-0-1,2-1-2-4,2-1-0-0,1-0-0-0,1:58.9,,1,1576,,40.0,1
船橋,20260507,12,6,緑,9,フォートウィリアム,セン,7,栗毛,20190327,モーリス,シーリーコート,"Distorted Humor",室陽一,浦和,56,0-1-1-11,吉田正,浦和,小橋亮太,追分ファーム,510,-9,4-3-9-36,3-2-8-32,1-1-1-3,0-2-5-10,0-1-1-6,1:57.8,良1:57.8,7,2000,3,40.9,11
船橋,20260507,12,7,橙,10,ミズイロアウダクス,牝,4,栗毛,20220405,エスケンデレヤ,シングンガガ,キンシャサノキセキ,中山遥,浦和,☆53,0-0-0-1,伊藤滋,船橋,寺田英司,ヒカル牧場,483,-7,1-1-3-23,1-1-3-23,0-0-0-0,0-0-3-18,0-0-0-1,2:01.6,,13,2018,アタマ,43.4,12
船橋,20260507,12,7,橙,11,サマーストーリー,牡,6,鹿毛,20200520,タニノギムレット,サクラエミネント,サクラプレジデント,藤江渉,川崎,56,0-0-0-2,冨田敏,浦和,冨田藤男,谷岡スタット,434,-4,4-6-6-24,3-2-3-13,1-4-3-11,0-0-0-2,0-0-0-0,,,11,2009,2,41.4,10
船橋,20260507,12,8,桃,12,ハイエストコード,牡,7,黒鹿毛,20190525,ハービンジャー,コードネーム,サンデーサイレンス,菅原涼,大井,56,1-0-0-3,山中尊,船橋,川上和彦,（有）社台コーポレーション白老ファーム,470,-2,4-6-4-35,4-6-4-30,0-0-0-0,4-4-2-19,2-1-2-13,1:56.2,良1:56.2,4,1589,4,40.3,4
船橋,20260507,12,8,桃,13,アルマヴィーヴァ,牡,4,栗毛,20220410,サンダースノー,サンタレジーナ,タニノギムレット,和田譲,大井,56,0-0-0-0,宇野博,浦和,柏木一則,柏木一則,489,-6,3-4-6-12,0-1-4-4,3-3-2-8,0-0-0-1,0-0-0-0,,,2,1577,1/2,39.3,2
船橋,20260508,1,1,白,1,フォロミーアロング,牡,3,鹿毛,20230307,アメリカンペイトリオット,レイチェリー,ロードカナロア,岡村健,船橋,56,0-0-0-0,齊藤敏,船橋,木村廣太,本桐牧場,425,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,5,1195,4,41.9,5
船橋,20260508,1,2,黒,2,エンジェルギフト,牝,3,栗毛,20230212,ジャスタウェイ,レジーナミノル,ダンカーク,山本大,船橋,▲51,0-0-0-0,長谷剛,船橋,（有）フジワラ・ファーム,ゴールドアップカンパニー,481,0,0-0-0-1,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-0,,,7,1202,3,41.1,7
船橋,20260508,1,3,赤,3,ゴッドブラウン,牝,3,栗毛,20230516,ワールドプレミア,ジュンヴァドス,スクリーンヒーロー,所　蛍,船橋,△52,0-0-0-0,川島一,船橋,佐藤昭人,マリオステーブル,428,-23,0-0-0-1,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-0,,,3,1179,アタマ,40.2,6
船橋,20260508,1,4,青,4,ジーティーバレンチ,牝,3,鹿毛,20230407,リアルスティール,アメージングリプス,Camelot,山中悠,船橋,54,0-0-0-0,佐藤太,船橋,田畑利彦,浦河日成牧場,464,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,4,1187,4,41.4,4
船橋,20260508,1,5,黄,5,コマサ,牡,3,鹿毛,20230421,モーニン,グラナディラ,ファスリエフ,小杉亮,船橋,56,0-0-0-0,矢野義,船橋,菊地博,ノースガーデン,507,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,1,1171,,39.8,3
船橋,20260508,1,6,緑,6,サトゥルヌス,牡,3,栗毛,20230518,ホークビル,モリデンヴィーナス,ジェニュイン,椿聡太,船橋,▲53,0-0-0-0,坂本昇,船橋,鳴田啓志,森田芳男,539,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,2,1179,4,40.3,1
船橋,20260508,1,7,橙,7,サキノクローバー,牡,3,鹿毛,20230223,モズアスコット,ヘイセイラスト,アイルハヴアナザー,矢野貴,大井,56,0-0-0-0,林　幻,船橋,佐々木直貴,谷川牧場,525,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,6,1195,アタマ,42.1,2
船橋,20260508,2,1,白,1,ルミナスストーン,牝,3,鹿毛,20230227,ワールドエース,マッドアバウトユー,アルデバラン2,和田譲,大井,54,0-0-0-1,林　幻,船橋,高橋皖,岡部雅樹,443,-4,0-0-1-2,0-0-1-2,0-0-0-0,0-0-1-2,0-0-1-1,1:20.1,良1:20.1,2,1188,3,40.3,5
船橋,20260508,2,2,黒,2,インキュナブラ,牝,3,黒鹿毛,20230130,ロゴタイプ,デロングスター,ヴィクトワールピサ,岡村健,船橋,54,0-0-0-0,佐藤太,船橋,吉田照哉,社台ファーム,385,-1,0-0-0-3,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,1:18.1,良1:18.1,6,1194,1.1/2,40.5,4
船橋,20260508,2,3,赤,3,アンジェロピッコロ,牝,3,鹿毛,20230407,スマートファルコン,スクワットゴールズ,ナカヤマフェスタ,所　蛍,船橋,△52,0-0-0-1,渡邊貴,船橋,森田一俊,西川富岡牧場,432,-1,0-0-0-3,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-2,1:20.4,良1:20.4,3,1189,1/2,40.7,8
船橋,20260508,2,4,青,4,フロムイエスタディ,牡,3,鹿毛,20230310,Modernist,"Afleet Alexsis","Northern Afleet",町田直,川崎,56,0-0-0-3,佐々功,船橋,谷口祐人,ＡｆｌｅｅｔＦａｒｍ,487,-1,0-0-0-5,0-0-0-5,0-0-0-0,0-0-0-5,0-0-0-4,1:19.2,良1:19.2,8,1200,ハナ,41.5,3
船橋,20260508,2,5,黄,5,ステレオカリー,牝,3,鹿毛,20230418,ルヴァンスレーヴ,メガミノキセキ,ゼンノロブロイ,山本大,船橋,▲51,0-0-0-1,坂本昇,船橋,渡邊弘之,中村俊紀,470,-10,0-0-0-2,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-1,1:18.8,良1:18.8,4,1191,1,40.4,2
船橋,20260508,2,6,緑,6,ミノホタテ,牡,3,鹿毛,20230425,ディスクリートキャット,シルククインビー,キングカメハメハ,菅原吏,船橋,▲53,0-0-0-0,林　幻,船橋,増田吉彦,ガーベラパークスタツド,426,-1,0-0-0-7,0-0-0-7,0-0-0-0,0-0-0-7,0-0-0-6,1:19.4,良1:19.4,9,1201,1/2,41.0,9
